# Number of Zones: 1
# Number of Rooms: 1
# Simulation Duration: 2674800 seconds
# Time Step: 600 seconds 
# Number of Time Instances: 4458
# Thermal Capacity of Room (C): 2000 kJ/K 
# Thermal Capacity of SPOT Region (C_): 200 kJ/K 
# Heat Transfer Coefficient for Outside (alpha_o): 0.048 kJ/K.s 
# Heat Transfer Coefficient for Regions (alpha_r): 0.1425 kJ/K.s 
# Heat Load Due to Lightening and Equipments (Q_l): 0.1 kW 
# Heat Load Due to Presence of Occupants (Q_h): 0.1 kW 
# Heat Load of SPOT Unit (Q_s): 0.7 kW 
# Coefficient of Fan Power Consumption (fan_coef): 0.094
# Density of Air (density): 1.225 kg/m3 
# Specific Heat Capacity of Air (specific_heat): 1.003 kJ/kg.K 
# Parameter-1 of Learned PMV Model: 0.2466
# Parameter-2 of Learned PMV Model: 1.4075
# Parameter-3 of Learned PMV Model: 0.581
# Parameter-4 of Learned PMV Model: 5.4668
# Heating Efficiency of AHU: 0.9
# Cooling Efficiency of AHU: 0.9

S_{SPOT}^1, Occupancy^1, T_{HVAC}^1, T_{SPOT}^1, T_{NoSPOT}^1, DeltaT_{SPOT}^1, DeltaT_{NoSPOT}^1, PPV^1, T_{MixedAir}, T_{ext}, P_{AHU}
1, 1, 19.4198, 25.0325, 19.6863, 5.61273, 0.266558, 0.706211, 19.646, -1.9, 1.41146
1, 1, 19.3377, 24.951, 19.6044, 5.61329, 0.266605, 0.686125, 19.5808, -1.9, 1.41591
1, 1, 19.2584, 24.872, 19.5251, 5.61361, 0.266631, 0.666645, 19.5176, -1.9, 1.42022
1, 1, 19.1817, 24.7955, 19.4484, 5.61379, 0.266646, 0.647773, 19.4364, -2, 1.42577
1, 1, 19.1061, 24.72, 19.3727, 5.61389, 0.266655, 0.629147, 19.376, -2, 1.42989
1, 1, 19.0329, 24.6469, 19.2996, 5.61395, 0.26666, 0.611123, 19.3175, -2, 1.43388
1, 1, 18.9622, 24.5762, 19.2288, 5.61399, 0.266663, 0.593685, 19.2609, -2, 1.43775
1, 1, 18.8938, 24.5078, 19.1604, 5.61401, 0.266664, 0.576815, 19.2062, -2, 1.44148
1, 1, 18.8276, 24.4416, 19.0942, 5.61402, 0.266665, 0.560498, 19.1533, -2, 1.44509
1, 1, 18.7636, 24.3776, 19.0302, 5.61403, 0.266666, 0.544715, 19.0621, -2.2, 1.45132
1, 1, 18.6988, 24.3128, 18.9654, 5.61403, 0.266666, 0.528739, 19.0103, -2.2, 1.45486
1, 1, 18.6361, 24.2502, 18.9028, 5.61403, 0.266666, 0.513288, 18.9601, -2.2, 1.45828
1, 1, 18.5755, 24.1896, 18.8422, 5.61403, 0.266667, 0.498343, 18.9116, -2.2, 1.46159
1, 1, 18.5169, 24.1309, 18.7836, 5.61403, 0.266667, 0.48389, 18.8648, -2.2, 1.46479
1, 1, 18.4602, 24.0743, 18.7269, 5.61403, 0.266667, 0.46991, 18.8194, -2.2, 1.46788
1, 1, 18.4054, 24.0194, 18.6721, 5.61403, 0.266667, 0.45639, 18.7355, -2.4, 1.47361
1, 1, 18.3495, 23.9635, 18.6161, 5.61403, 0.266667, 0.442603, 18.6908, -2.4, 1.47666
1, 1, 18.2954, 23.9094, 18.5621, 5.61403, 0.266667, 0.429269, 18.6476, -2.4, 1.47961
1, 1, 18.2431, 23.8571, 18.5098, 5.61403, 0.266667, 0.416372, 18.6057, -2.4, 1.48247
1, 1, 18.1925, 23.8066, 18.4592, 5.61403, 0.266667, 0.403899, 18.5653, -2.4, 1.48523
1, 1, 18.1436, 23.7576, 18.4103, 5.61403, 0.266667, 0.391835, 18.5261, -2.4, 1.4879
1, 1, 18.0963, 23.7103, 18.363, 5.61403, 0.266667, 0.380168, 18.4683, -2.5, 1.49185
1, 1, 18.0491, 23.6631, 18.3158, 5.61403, 0.266667, 0.368528, 18.4305, -2.5, 1.49443
1, 1, 18.0034, 23.6175, 18.2701, 5.61403, 0.266667, 0.357271, 18.394, -2.5, 1.49692
1, 1, 17.9593, 23.5733, 18.226, 5.61403, 0.266667, 0.346383, 18.3587, -2.5, 1.49933
1, 1, 17.9166, 23.5306, 18.1833, 5.61403, 0.266667, 0.335852, 18.3245, -2.5, 1.50167
1, 1, 17.8753, 23.4893, 18.142, 5.61403, 0.266667, 0.325668, 18.2915, -2.5, 1.50392
1, 1, 17.8353, 23.4494, 18.102, 5.61403, 0.266667, 0.315818, 18.2395, -2.6, 1.50747
1, 1, 17.7953, 23.4093, 18.0619, 5.61403, 0.266667, 0.305936, 18.2074, -2.6, 1.50966
1, 1, 17.7565, 23.3706, 18.0232, 5.61403, 0.266667, 0.296378, 18.1764, -2.6, 1.51177
1, 1, 17.719, 23.3331, 17.9857, 5.61403, 0.266667, 0.287135, 18.1465, -2.6, 1.51382
1, 1, 17.6828, 23.2968, 17.9494, 5.61403, 0.266667, 0.278195, 18.1175, -2.6, 1.5158
1, 1, 17.6477, 23.2618, 17.9144, 5.61403, 0.266667, 0.269548, 18.0894, -2.6, 1.51771
1, 1, 17.6138, 23.2278, 17.8805, 5.61403, 0.266667, 0.261185, 17.9423, -3.2, 1.52776
1, 1, 17.5724, 23.1864, 17.839, 5.61403, 0.266667, 0.250965, 17.9091, -3.2, 1.53002
1, 1, 17.5323, 23.1463, 17.799, 5.61403, 0.266667, 0.241082, 17.8771, -3.2, 1.53221
1, 1, 17.4935, 23.1076, 17.7602, 5.61403, 0.266667, 0.231523, 17.846, -3.2, 1.53433
1, 1, 17.456, 23.0701, 17.7227, 5.61403, 0.266667, 0.222278, 17.8161, -3.2, 1.53637
1, 1, 17.4198, 23.0338, 17.6864, 5.61403, 0.266667, 0.213336, 17.787, -3.2, 1.53835
1, 1, 17.3847, 22.9987, 17.6514, 5.61403, 0.266667, 0.204688, 17.679, -3.6, 1.54573
1, 1, 17.345, 22.9591, 17.6117, 5.61403, 0.266667, 0.194903, 17.6472, -3.6, 1.5479
1, 1, 17.3066, 22.9207, 17.5733, 5.61403, 0.266667, 0.185439, 17.6165, -3.6, 1.54999
1, 1, 17.2695, 22.8836, 17.5362, 5.61403, 0.266667, 0.176287, 17.5869, -3.6, 1.55202
1, 1, 17.2336, 22.8477, 17.5003, 5.61403, 0.266667, 0.167434, 17.5581, -3.6, 1.55398
1, 1, 17.1989, 22.8129, 17.4656, 5.61403, 0.266667, 0.158872, 17.5304, -3.6, 1.55587
1, 1, 17.1653, 22.7794, 17.432, 5.61403, 0.266667, 0.150592, 17.5435, -3.4, 1.55498
1, 1, 17.1357, 22.7498, 17.4024, 5.61403, 0.266667, 0.143294, 17.5198, -3.4, 1.55659
1, 1, 17.1071, 22.7211, 17.3738, 5.61403, 0.266667, 0.136235, 17.4969, -3.4, 1.55816
1, 1, 17.0794, 22.6935, 17.3461, 5.61403, 0.266667, 0.129408, 17.4748, -3.4, 1.55967
1, 1, 17.0527, 22.6667, 17.3193, 5.61403, 0.266667, 0.122805, 17.4534, -3.4, 1.56113
1, 1, 17.0268, 22.6408, 17.2934, 5.61403, 0.266667, 0.116419, 17.4326, -3.4, 1.56254
1, 1, 17.0017, 22.6157, 17.2684, 5.61403, 0.266667, 0.110243, 17.3926, -3.5, 1.56528
1, 1, 16.976, 22.5901, 17.2427, 5.61403, 0.266667, 0.103914, 17.3721, -3.5, 1.56668
1, 1, 16.9512, 22.5653, 17.2179, 5.61403, 0.266667, 0.0977925, 17.3522, -3.5, 1.56803
1, 1, 16.9272, 22.5413, 17.1939, 5.61403, 0.266667, 0.0918726, 17.333, -3.5, 1.56935
1, 1, 16.904, 22.518, 17.1707, 5.61403, 0.266667, 0.086147, 17.3144, -3.5, 1.57061
1, 1, 16.8815, 22.4956, 17.1482, 5.61403, 0.266667, 0.0806091, 17.2965, -3.5, 1.57184
1, 1, 16.8598, 22.4739, 17.1265, 5.61403, 0.266667, 0.0752532, 17.2791, -3.5, 1.57303
1, 1, 16.8388, 22.4529, 17.1055, 5.61403, 0.266667, 0.0700732, 17.2623, -3.5, 1.57417
1, 1, 16.8185, 22.4325, 17.0852, 5.61403, 0.266667, 0.065063, 17.246, -3.5, 1.57528
1, 1, 16.7989, 22.4129, 17.0655, 5.61403, 0.266667, 0.0602174, 17.2303, -3.5, 1.57636
1, 1, 16.7798, 22.3939, 17.0465, 5.61403, 0.266667, 0.0555308, 17.2151, -3.5, 1.57739
1, 1, 16.7615, 22.3755, 17.0281, 5.61403, 0.266667, 0.0509981, 17.2004, -3.5, 1.5784
1, 1, 16.7437, 22.3577, 17.0104, 5.61403, 0.266667, 0.0466139, 17.2062, -3.4, 1.578
1, 1, 16.7279, 22.342, 16.9946, 5.61403, 0.266667, 0.0427288, 17.1936, -3.4, 1.57886
1, 1, 16.7127, 22.3267, 16.9794, 5.61403, 0.266667, 0.0389712, 17.1814, -3.4, 1.5797
1, 1, 16.698, 22.312, 16.9646, 5.61403, 0.266667, 0.0353372, 17.1696, -3.4, 1.5805
1, 1, 16.6837, 22.2977, 16.9504, 5.61403, 0.266667, 0.0318227, 17.1582, -3.4, 1.58128
1, 1, 16.6699, 22.284, 16.9366, 5.61403, 0.266667, 0.0284235, 17.1472, -3.4, 1.58203
1, 1, 16.6566, 22.2706, 16.9233, 5.61403, 0.266667, 0.0251357, 17.0165, -4, 1.59095
1, 1, 16.6351, 22.2491, 16.9017, 5.61403, 0.266667, 0.0198255, 16.9993, -4, 1.59213
1, 1, 16.6142, 22.2283, 16.8809, 5.61403, 0.266667, 0.0146892, 16.9826, -4, 1.59326
1, 1, 16.5941, 22.2081, 16.8608, 5.61403, 0.266667, 0.00972184, 16.9665, -4, 1.59436
1, 1, 16.5746, 22.1886, 16.8413, 5.61403, 0.266667, 0.00491766, 16.9509, -4, 1.59543
1, 1, 16.5558, 22.1698, 16.8224, 5.61403, 0.266667, 0.000271053, 16.9358, -4, 1.59646
1, 1, 16.5375, 22.1516, 16.8042, 5.61403, 0.266667, -0.00422316, 16.9613, -3.8, 1.59472
1, 1, 16.5228, 22.1368, 16.7895, 5.61403, 0.266667, -0.00785945, 16.9495, -3.8, 1.59553
1, 1, 16.5085, 22.1226, 16.7752, 5.61403, 0.266667, -0.0113763, 16.938, -3.8, 1.59631
1, 1, 16.4947, 22.1088, 16.7614, 5.61403, 0.266667, -0.0147774, 16.927, -3.8, 1.59706
1, 1, 16.4814, 22.0954, 16.7481, 5.61403, 0.266667, -0.018067, 16.9163, -3.8, 1.59779
1, 1, 16.4685, 22.0825, 16.7352, 5.61403, 0.266667, -0.0212485, 16.906, -3.8, 1.59849
1, 1, 16.456, 22.07, 16.7227, 5.61403, 0.266667, -0.024326, 16.876, -3.9, 1.60054
1, 1, 16.4425, 22.0565, 16.7092, 5.61403, 0.266667, -0.0276575, 16.8652, -3.9, 1.60128
1, 1, 16.4294, 22.0435, 16.6961, 5.61403, 0.266667, -0.0308794, 16.8548, -3.9, 1.60199
1, 1, 16.4168, 22.0308, 16.6835, 5.61403, 0.266667, -0.0339955, 16.8447, -3.9, 1.60268
1, 1, 16.4046, 22.0186, 16.6712, 5.61403, 0.266667, -0.0370095, 16.8349, -3.9, 1.60335
1, 1, 16.3928, 22.0068, 16.6594, 5.61403, 0.266667, -0.0399243, 16.8254, -3.9, 1.60399
1, 1, 16.3813, 21.9954, 16.648, 5.61403, 0.266667, -0.0427436, 16.7763, -4.1, 1.60735
1, 1, 16.3674, 21.9814, 16.6341, 5.61403, 0.266667, -0.0461805, 16.7651, -4.1, 1.60811
1, 1, 16.3539, 21.9679, 16.6206, 5.61403, 0.266667, -0.0495049, 16.7544, -4.1, 1.60884
1, 1, 16.3409, 21.9549, 16.6075, 5.61403, 0.266667, -0.0527198, 16.7439, -4.1, 1.60956
1, 1, 16.3283, 21.9423, 16.5949, 5.61403, 0.266667, -0.0558293, 16.7338, -4.1, 1.61024
1, 1, 16.3161, 21.9301, 16.5827, 5.61403, 0.266667, -0.0588367, 16.7241, -4.1, 1.61091
1, 1, 16.3043, 21.9183, 16.5709, 5.61403, 0.266667, -0.0617454, 16.7146, -4.1, 1.61155
1, 1, 16.2929, 21.9069, 16.5595, 5.61403, 0.266667, -0.0645585, 16.7055, -4.1, 1.61218
1, 1, 16.2818, 21.8959, 16.5485, 5.61403, 0.266667, -0.067279, 16.6967, -4.1, 1.61278
1, 1, 16.2712, 21.8852, 16.5378, 5.61403, 0.266667, -0.0699107, 16.6882, -4.1, 1.61336
1, 1, 16.2608, 21.8749, 16.5275, 5.61403, 0.266667, -0.0724557, 16.6799, -4.1, 1.61393
1, 1, 16.2509, 21.8649, 16.5175, 5.61403, 0.266667, -0.0749171, 16.6719, -4.1, 1.61447
1, 1, 16.2412, 21.8552, 16.5079, 5.61403, 0.266667, -0.077298, 16.7042, -3.9, 1.61227
1, 1, 16.2347, 21.8488, 16.5014, 5.61403, 0.266667, -0.0788902, 16.699, -3.9, 1.61262
1, 1, 16.2285, 21.8425, 16.4952, 5.61403, 0.266667, -0.0804301, 16.694, -3.9, 1.61296
1, 1, 16.2225, 21.8365, 16.4891, 5.61403, 0.266667, -0.0819197, 16.6892, -3.9, 1.61329
1, 1, 16.2166, 21.8307, 16.4833, 5.61403, 0.266667, -0.0833604, 16.6845, -3.9, 1.61361
1, 1, 16.211, 21.825, 16.4776, 5.61403, 0.266667, -0.0847536, 16.68, -3.9, 1.61392
1, 1, 16.2055, 21.8195, 16.4722, 5.61403, 0.266667, -0.0861011, 16.6356, -4.1, 1.61695
1, 1, 16.1973, 21.8114, 16.464, 5.61403, 0.266667, -0.0881147, 16.6291, -4.1, 1.61739
1, 1, 16.1894, 21.8035, 16.4561, 5.61403, 0.266667, -0.090062, 16.6228, -4.1, 1.61783
1, 1, 16.1818, 21.7958, 16.4485, 5.61403, 0.266667, -0.0919457, 16.6167, -4.1, 1.61824
1, 1, 16.1744, 21.7885, 16.4411, 5.61403, 0.266667, -0.0937674, 16.6108, -4.1, 1.61865
1, 1, 16.1673, 21.7813, 16.4339, 5.61403, 0.266667, -0.0955293, 16.605, -4.1, 1.61904
1, 1, 16.1604, 21.7744, 16.427, 5.61403, 0.266667, -0.0972334, 16.5595, -4.3, 1.62214
1, 1, 16.1508, 21.7648, 16.4175, 5.61403, 0.266667, -0.0995918, 16.5519, -4.3, 1.62267
1, 1, 16.1416, 21.7556, 16.4082, 5.61403, 0.266667, -0.101873, 16.5445, -4.3, 1.62317
1, 1, 16.1326, 21.7466, 16.3993, 5.61403, 0.266667, -0.104078, 16.5373, -4.3, 1.62366
1, 1, 16.124, 21.738, 16.3906, 5.61403, 0.266667, -0.106212, 16.5304, -4.3, 1.62413
1, 1, 16.1156, 21.7296, 16.3823, 5.61403, 0.266667, -0.108275, 16.5237, -4.3, 1.62459
1, 1, 16.1075, 21.7215, 16.3742, 5.61403, 0.266667, -0.110271, 16.4572, -4.6, 1.62913
1, 1, 16.0953, 21.7094, 16.362, 5.61403, 0.266667, -0.113267, 16.4475, -4.6, 1.62979
1, 1, 16.0836, 21.6976, 16.3503, 5.61403, 0.266667, -0.116164, 16.4381, -4.6, 1.63043
1, 1, 16.0722, 21.6863, 16.3389, 5.61403, 0.266667, -0.118966, 16.429, -4.6, 1.63105
1, 1, 16.0612, 21.6753, 16.3279, 5.61403, 0.266667, -0.121676, 16.4202, -4.6, 1.63165
1, 1, 16.0506, 21.6646, 16.3173, 5.61403, 0.266667, -0.124297, 16.4117, -4.6, 1.63223
1, 1, 16.0403, 21.6544, 16.307, 5.61403, 0.266667, -0.126833, 16.4035, -4.6, 1.63279
1, 1, 16.0304, 21.6444, 16.2971, 5.61403, 0.266667, -0.129285, 16.3955, -4.6, 1.63334
1, 1, 16.0208, 21.6348, 16.2874, 5.61403, 0.266667, -0.131656, 16.3878, -4.6, 1.63386
1, 1, 16.0115, 21.6255, 16.2781, 5.61403, 0.266667, -0.13395, 16.3804, -4.6, 1.63437
1, 1, 16.0025, 21.6165, 16.2691, 5.61403, 0.266667, -0.136168, 16.3732, -4.6, 1.63486
1, 1, 15.9938, 21.6078, 16.2604, 5.61403, 0.266667, -0.138313, 16.3663, -4.6, 1.63534
1, 1, 15.9854, 21.5994, 16.252, 5.61403, 0.266667, -0.140388, 16.4195, -4.3, 1.6317
1, 1, 15.9815, 21.5956, 16.2482, 5.61403, 0.266667, -0.141329, 16.4165, -4.3, 1.63191
1, 1, 15.9779, 21.5919, 16.2445, 5.61403, 0.266667, -0.14224, 16.4135, -4.3, 1.63211
1, 1, 15.9743, 21.5883, 16.241, 5.61403, 0.266667, -0.143121, 16.4107, -4.3, 1.63231
1, 1, 15.9708, 21.5849, 16.2375, 5.61403, 0.266667, -0.143972, 16.4079, -4.3, 1.63249
1, 1, 15.9675, 21.5815, 16.2342, 5.61403, 0.266667, -0.144796, 16.4052, -4.3, 1.63268
1, 1, 15.9643, 21.5783, 16.2309, 5.61403, 0.266667, -0.145593, 16.3626, -4.5, 1.63558
1, 1, 15.9583, 21.5723, 16.2249, 5.61403, 0.266667, -0.147074, 16.3578, -4.5, 1.63591
1, 1, 15.9524, 21.5665, 16.2191, 5.61403, 0.266667, -0.148506, 16.3532, -4.5, 1.63623
1, 1, 15.9468, 21.5609, 16.2135, 5.61403, 0.266667, -0.149891, 16.3487, -4.5, 1.63653
1, 1, 15.9414, 21.5554, 16.2081, 5.61403, 0.266667, -0.151231, 16.3443, -4.5, 1.63683
1, 1, 15.9361, 21.5502, 16.2028, 5.61403, 0.266667, -0.152527, 16.3401, -4.5, 1.63712
1, 1, 15.9311, 21.5451, 16.1977, 5.61403, 0.266667, -0.15378, 16.4361, -4, 1.63057
1, 1, 15.9333, 21.5474, 16.2, 5.61403, 0.266667, -0.153217, 16.4379, -4, 1.63045
1, 1, 15.9356, 21.5496, 16.2022, 5.61403, 0.266667, -0.152671, 16.4397, -4, 1.63032
1, 1, 15.9377, 21.5517, 16.2044, 5.61403, 0.266667, -0.152144, 16.4414, -4, 1.63021
1, 1, 15.9398, 21.5538, 16.2064, 5.61403, 0.266667, -0.151634, 16.443, -4, 1.63009
1, 1, 15.9418, 21.5558, 16.2084, 5.61403, 0.266667, -0.151141, 16.4446, -4, 1.62999
1, 1, 15.9437, 21.5577, 16.2104, 5.61403, 0.266667, -0.150664, 16.4662, -3.9, 1.62851
1, 1, 15.947, 21.561, 16.2137, 5.61403, 0.266667, -0.149848, 16.4688, -3.9, 1.62833
1, 1, 15.9502, 21.5642, 16.2169, 5.61403, 0.266667, -0.149059, 16.4714, -3.9, 1.62816
1, 1, 15.9533, 21.5673, 16.22, 5.61403, 0.266667, -0.148295, 16.4739, -3.9, 1.62799
1, 1, 15.9563, 21.5703, 16.223, 5.61403, 0.266667, -0.147557, 16.4763, -3.9, 1.62783
1, 1, 15.9592, 21.5732, 16.2259, 5.61403, 0.266667, -0.146842, 16.4786, -3.9, 1.62767
1, 1, 15.962, 21.576, 16.2287, 5.61403, 0.266667, -0.146152, 16.5608, -3.5, 1.62205
1, 1, 15.9705, 21.5845, 16.2371, 5.61403, 0.266667, -0.144064, 16.5676, -3.5, 1.62159
1, 1, 15.9787, 21.5927, 16.2453, 5.61403, 0.266667, -0.142043, 16.5742, -3.5, 1.62114
1, 1, 15.9866, 21.6006, 16.2532, 5.61403, 0.266667, -0.14009, 16.5805, -3.5, 1.62071
1, 1, 15.9942, 21.6083, 16.2609, 5.61403, 0.266667, -0.1382, 16.5866, -3.5, 1.62029
1, 1, 16.0016, 21.6157, 16.2683, 5.61403, 0.266667, -0.136373, 16.5925, -3.5, 1.61989
1, 1, 16.0088, 21.6229, 16.2755, 5.61403, 0.266667, -0.134605, 16.5983, -3.5, 1.6195
1, 1, 16.0157, 21.6298, 16.2824, 5.61403, 0.266667, -0.132896, 16.6038, -3.5, 1.61912
1, 1, 16.0225, 21.6365, 16.2891, 5.61403, 0.266667, -0.131242, 16.6092, -3.5, 1.61875
1, 1, 16.0289, 21.643, 16.2956, 5.61403, 0.266667, -0.129643, 16.6144, -3.5, 1.6184
1, 1, 16.0352, 21.6492, 16.3019, 5.61403, 0.266667, -0.128097, 16.6194, -3.5, 1.61806
1, 1, 16.0413, 21.6553, 16.3079, 5.61403, 0.266667, -0.126601, 16.6242, -3.5, 1.61773
1, 1, 16.0471, 21.6612, 16.3138, 5.61403, 0.266667, -0.125154, 16.5889, -3.7, 1.62014
1, 1, 16.0499, 21.664, 16.3166, 5.61403, 0.266667, -0.124465, 16.5912, -3.7, 1.61998
1, 1, 16.0526, 21.6667, 16.3193, 5.61403, 0.266667, -0.123798, 16.5933, -3.7, 1.61983
1, 1, 16.0553, 21.6693, 16.3219, 5.61403, 0.266667, -0.123154, 16.5954, -3.7, 1.61969
1, 1, 16.0578, 21.6718, 16.3244, 5.61403, 0.266667, -0.122531, 16.5975, -3.7, 1.61955
1, 1, 16.0602, 21.6743, 16.3269, 5.61403, 0.266667, -0.121928, 16.5994, -3.7, 1.61942
1, 1, 16.0626, 21.6766, 16.3293, 5.61403, 0.266667, -0.121345, 16.5813, -3.8, 1.62066
1, 1, 16.0634, 21.6775, 16.3301, 5.61403, 0.266667, -0.121136, 16.582, -3.8, 1.62061
1, 1, 16.0643, 21.6783, 16.3309, 5.61403, 0.266667, -0.120934, 16.5826, -3.8, 1.62057
1, 1, 16.065, 21.6791, 16.3317, 5.61403, 0.266667, -0.120739, 16.5833, -3.8, 1.62052
1, 1, 16.0658, 21.6798, 16.3325, 5.61403, 0.266667, -0.12055, 16.5839, -3.8, 1.62048
1, 1, 16.0666, 21.6806, 16.3332, 5.61403, 0.266667, -0.120367, 16.5845, -3.8, 1.62044
1, 1, 16.0673, 21.6813, 16.3339, 5.61403, 0.266667, -0.12019, 16.625, -3.6, 1.61767
1, 1, 16.0708, 21.6849, 16.3375, 5.61403, 0.266667, -0.119309, 16.6279, -3.6, 1.61748
1, 1, 16.0743, 21.6883, 16.341, 5.61403, 0.266667, -0.118457, 16.6307, -3.6, 1.61729
1, 1, 16.0776, 21.6917, 16.3443, 5.61403, 0.266667, -0.117633, 16.6333, -3.6, 1.6171
1, 1, 16.0809, 21.6949, 16.3475, 5.61403, 0.266667, -0.116836, 16.6359, -3.6, 1.61693
1, 1, 16.084, 21.698, 16.3507, 5.61403, 0.266667, -0.116065, 16.6384, -3.6, 1.61676
1, 1, 16.087, 21.7011, 16.3537, 5.61403, 0.266667, -0.115319, 16.7208, -3.2, 1.61113
1, 1, 16.0957, 21.7097, 16.3624, 5.61403, 0.266667, -0.113177, 16.7278, -3.2, 1.61066
1, 1, 16.1041, 21.7181, 16.3708, 5.61403, 0.266667, -0.111106, 16.7345, -3.2, 1.6102
1, 1, 16.1122, 21.7263, 16.3789, 5.61403, 0.266667, -0.109103, 16.741, -3.2, 1.60975
1, 1, 16.1201, 21.7341, 16.3868, 5.61403, 0.266667, -0.107165, 16.7473, -3.2, 1.60933
1, 1, 16.1277, 21.7417, 16.3944, 5.61403, 0.266667, -0.105291, 16.7534, -3.2, 1.60891
1, 1, 16.135, 21.7491, 16.4017, 5.61403, 0.266667, -0.103479, 16.8193, -2.9, 1.60441
1, 1, 16.1465, 21.7605, 16.4131, 5.61403, 0.266667, -0.100661, 16.8284, -2.9, 1.60379
1, 1, 16.1575, 21.7716, 16.4242, 5.61403, 0.266667, -0.0979352, 16.8372, -2.9, 1.60319
1, 1, 16.1682, 21.7822, 16.4349, 5.61403, 0.266667, -0.0952989, 16.8458, -2.9, 1.6026
1, 1, 16.1785, 21.7926, 16.4452, 5.61403, 0.266667, -0.0927491, 16.8541, -2.9, 1.60204
1, 1, 16.1885, 21.8026, 16.4552, 5.61403, 0.266667, -0.090283, 16.8621, -2.9, 1.60149
1, 1, 16.1982, 21.8123, 16.4649, 5.61403, 0.266667, -0.0878979, 16.9698, -2.4, 1.59414
1, 1, 16.2148, 21.8288, 16.4814, 5.61403, 0.266667, -0.0838157, 16.983, -2.4, 1.59323
1, 1, 16.2308, 21.8448, 16.4975, 5.61403, 0.266667, -0.0798675, 16.9959, -2.4, 1.59236
1, 1, 16.2463, 21.8603, 16.5129, 5.61403, 0.266667, -0.0760492, 17.0082, -2.4, 1.59151
1, 1, 16.2612, 21.8753, 16.5279, 5.61403, 0.266667, -0.072356, 17.0202, -2.4, 1.5907
1, 1, 16.2757, 21.8898, 16.5424, 5.61403, 0.266667, -0.0687837, 17.0318, -2.4, 1.5899
1, 1, 16.2897, 21.9038, 16.5564, 5.61403, 0.266667, -0.065329, 17.103, -2.1, 1.58504
1, 1, 16.3076, 21.9216, 16.5743, 5.61403, 0.266667, -0.0609222, 17.1173, -2.1, 1.58407
1, 1, 16.3249, 21.9389, 16.5916, 5.61403, 0.266667, -0.0566599, 17.1311, -2.1, 1.58312
1, 1, 16.3416, 21.9556, 16.6083, 5.61403, 0.266667, -0.0525377, 17.1445, -2.1, 1.58221
